
SetupTitle, Gate Sweep Ext
PrimitiveTest, I/V Sweep
DataValue, -37.4, 1.726E-07, 9.1640000000000009E-12
DataValue, -37.2, 1.716E-07, 4.288E-12
DataValue, -37, 1.7972E-07, 6.2440000000000005E-12
DataValue, -36.800000000000004, 1.8298E-07, 3.426E-12
DataValue, -36.6, 1.7489999999999999E-07, 7.716E-12
DataValue, -36.4, 1.6958E-07, 6.3480000000000008E-12
DataValue, -36.2, 1.719E-07, 3.518E-12
DataValue, -36, 1.709E-07, 5.062E-12
DataValue, -35.800000000000004, 1.6342E-07, 8.8800000000000005E-13
DataValue, -35.6, 1.5582E-07, -1.792E-12
DataValue, -35.4, 1.6006E-07, 1.082E-12
DataValue, -35.2, 1.519E-07, 7.0900000000000007E-12
DataValue, -35, 1.5164E-07, -4.1400000000000005E-13
DataValue, -34.800000000000004, 1.5666E-07, 4.7840000000000006E-12
DataValue, -34.6, 1.5922E-07, 5.2600000000000006E-12
DataValue, -34.4, 1.5268E-07, 5.7760000000000004E-12
DataValue, -34.2, 1.4978E-07, 9.728E-12
DataValue, -34, 1.5824E-07, 6.1780000000000005E-12
DataValue, -33.8, 1.4354E-07, 5.706E-12
DataValue, -33.6, 1.5166E-07, 2.9220000000000003E-12
DataValue, -33.4, 1.7352E-07, 8.46E-12
DataValue, -33.2, 1.6816E-07, 1.2400000000000002E-12
DataValue, -33, 1.6889999999999998E-07, 2.512E-12
DataValue, -32.8, 1.5876E-07, 6.2380000000000007E-12
DataValue, -32.6, 1.5594E-07, 5.14E-12
DataValue, -32.4, 1.603E-07, 7.1980000000000006E-12
DataValue, -32.2, 1.5682E-07, 7.3920000000000008E-12
DataValue, -32, 1.6588E-07, 6.7200000000000004E-12
DataValue, -31.8, 1.5942E-07, 4.7020000000000008E-12
DataValue, -31.6, 1.6539999999999999E-07, 4.78E-12
DataValue, -31.400000000000002, 1.5652E-07, 4.63E-12
DataValue, -31.2, 1.5964E-07, 6.25E-12
DataValue, -31, 1.4632E-07, 9.37E-12
DataValue, -30.8, 1.4548E-07, 5.182E-12
DataValue, -30.6, 1.4672E-07, 5.0340000000000006E-12
DataValue, -30.400000000000002, 1.4752E-07, 4.6100000000000008E-12
DataValue, -30.2, 1.4654E-07, 8.014E-12
DataValue, -30, 1.4974E-07, 9.186E-12
DataValue, -29.8, 1.5348E-07, 4.154E-12
DataValue, -29.6, 1.461E-07, 5.4680000000000005E-12
DataValue, -29.400000000000002, 1.4764E-07, 8.1380000000000011E-12
DataValue, -29.2, 1.5132E-07, 7.970000000000001E-12
DataValue, -29, 1.545E-07, 3.1780000000000004E-12
DataValue, -28.8, 1.4718E-07, 6.3280000000000005E-12
DataValue, -28.6, 1.4882E-07, 2.6420000000000003E-12
DataValue, -28.400000000000002, 1.498E-07, 5.2580000000000004E-12
DataValue, -28.2, 1.4902E-07, 4.8160000000000005E-12
DataValue, -28, 1.5118E-07, 7.546E-12
DataValue, -27.8, 1.4806E-07, 5.682E-12
DataValue, -27.6, 1.5042E-07, 3.2860000000000003E-12
DataValue, -27.400000000000002, 1.479E-07, 4.4840000000000007E-12
DataValue, -27.2, 1.4674E-07, 4.5680000000000007E-12
DataValue, -27, 1.4896E-07, 3.434E-12
DataValue, -26.8, 1.5206E-07, 6.558E-12
DataValue, -26.6, 1.5068E-07, 5.75E-12
DataValue, -26.400000000000002, 1.6511999999999999E-07, 4.326E-12
DataValue, -26.2, 1.4476E-07, 7.5480000000000014E-12
DataValue, -26, 1.4508E-07, 7.72E-12
DataValue, -25.8, 1.4656E-07, 9.482E-12
DataValue, -25.6, 1.4642E-07, 9.456E-12
DataValue, -25.400000000000002, 1.474E-07, 7.566E-12
DataValue, -25.2, 1.434E-07, 8.096000000000001E-12
DataValue, -25, 1.421E-07, 6.024E-12
DataValue, -24.8, 1.435E-07, 4.486E-12
DataValue, -24.6, 1.471E-07, 3.6980000000000006E-12
DataValue, -24.400000000000002, 1.4852E-07, 5.7780000000000006E-12
DataValue, -24.2, 1.449E-07, 5.1680000000000006E-12
DataValue, -24, 1.4807999999999999E-07, 6.7460000000000005E-12
DataValue, -23.8, 1.5353999999999998E-07, 3.0280000000000004E-12
DataValue, -23.6, 1.5813999999999999E-07, 3.694E-12
DataValue, -23.400000000000002, 1.6724E-07, 8.922000000000001E-12
DataValue, -23.2, 1.5956E-07, 7.446E-12
DataValue, -23, 1.6256E-07, 2.882E-12
DataValue, -22.8, 1.5482E-07, 4.6100000000000008E-12
DataValue, -22.6, 1.5034E-07, 4.3820000000000005E-12
DataValue, -22.400000000000002, 1.4416E-07, 3.8480000000000006E-12
DataValue, -22.2, 1.5114E-07, 1.0224E-11
DataValue, -22, 1.524E-07, 9.938E-12
DataValue, -21.8, 1.56E-07, 7.482E-12
DataValue, -21.6, 1.5672E-07, 7.244E-12
DataValue, -21.400000000000002, 1.5226E-07, 7.388E-12
DataValue, -21.2, 1.51E-07, 8.014E-12
DataValue, -21, 1.5252E-07, 7.836E-12
DataValue, -20.8, 1.4456E-07, 3.342E-12
DataValue, -20.6, 1.4468E-07, 5.322E-12
DataValue, -20.400000000000002, 1.4338E-07, 4.4980000000000004E-12
DataValue, -20.2, 1.4918E-07, 6.3940000000000004E-12
DataValue, -20, 1.6018E-07, 4.7680000000000007E-12
DataValue, -19.8, 1.5978E-07, 4.9760000000000006E-12
DataValue, -19.6, 1.6464E-07, -7.8800000000000008E-13
DataValue, -19.400000000000002, 1.641E-07, 5.6100000000000005E-12
DataValue, -19.2, 1.6252E-07, 7.966E-12
DataValue, -19, 1.5864E-07, 5.456E-12
DataValue, -18.8, 1.6598E-07, 6.778E-12
DataValue, -18.6, 1.6228E-07, 5.232E-12
DataValue, -18.400000000000002, 1.5756E-07, 7.2560000000000006E-12
DataValue, -18.2, 1.5771999999999999E-07, 1.0008E-11
DataValue, -18, 1.6524E-07, 8.352E-12
DataValue, -17.8, 1.606E-07, 8.628E-12
DataValue, -17.6, 1.5848E-07, 6.718E-12
DataValue, -17.400000000000002, 1.5852E-07, 8.3120000000000009E-12
DataValue, -17.2, 1.5659999999999999E-07, 7.1840000000000009E-12
DataValue, -17, 1.5292E-07, 5.3020000000000006E-12
DataValue, -16.8, 1.6266E-07, 5.7340000000000004E-12
DataValue, -16.6, 1.5446E-07, 6.952E-12
DataValue, -16.4, 1.5516E-07, 5.282E-12
DataValue, -16.2, 1.4296E-07, 7.6800000000000012E-12
DataValue, -16, 1.4408E-07, 7.3640000000000013E-12
DataValue, -15.8, 1.5216E-07, 4.3160000000000006E-12
DataValue, -15.6, 1.5096E-07, 3.6980000000000006E-12
DataValue, -15.4, 1.5684E-07, 2.9440000000000004E-12
DataValue, -15.200000000000001, 1.4986E-07, 2.6600000000000004E-12
DataValue, -15, 1.4571999999999998E-07, 6.1600000000000004E-12
DataValue, -14.8, 1.4736E-07, 6.3280000000000005E-12
DataValue, -14.6, 1.5462E-07, 8.908E-12
DataValue, -14.4, 1.5736E-07, 8.4740000000000013E-12
DataValue, -14.200000000000001, 1.4408E-07, 9.5580000000000011E-12
DataValue, -14, 1.5616E-07, 1.1082000000000001E-11
DataValue, -13.8, 1.5799999999999999E-07, 8.238000000000001E-12
DataValue, -13.6, 1.5967999999999999E-07, 9.97E-12
DataValue, -13.4, 1.572E-07, 8.92E-12
DataValue, -13.200000000000001, 1.5353999999999998E-07, 7.212E-12
DataValue, -13, 1.5634E-07, 9.608E-12
DataValue, -12.8, 1.5156E-07, 8.8320000000000011E-12
DataValue, -12.6, 1.532E-07, 4.162E-12
DataValue, -12.4, 1.5634E-07, 3.0900000000000004E-12
DataValue, -12.200000000000001, 1.5586E-07, 2.2660000000000002E-12
DataValue, -12, 1.5274E-07, 1.8440000000000002E-12
DataValue, -11.8, 1.5276E-07, 6.3120000000000006E-12
DataValue, -11.6, 1.5367999999999998E-07, 5.7780000000000006E-12
DataValue, -11.4, 1.5322E-07, 5.7120000000000007E-12
DataValue, -11.200000000000001, 1.5206E-07, 8.7740000000000012E-12
DataValue, -11, 1.5381999999999998E-07, 4.48E-12
DataValue, -10.8, 1.4732E-07, 6.9220000000000006E-12
DataValue, -10.6, 1.5334E-07, 7.5640000000000013E-12
DataValue, -10.4, 1.537E-07, 4.8680000000000007E-12
DataValue, -10.200000000000001, 1.4146E-07, 7.1000000000000008E-12
DataValue, -10, 1.4702E-07, 7.84E-12
DataValue, -9.8, 1.4186E-07, 8.928E-12
DataValue, -9.6, 1.5052E-07, 3.786E-12
DataValue, -9.4, 1.4078E-07, 6.76E-12
DataValue, -9.2000000000000011, 1.3628E-07, 8.06E-12
DataValue, -9, 1.3526E-07, 5.214E-12
DataValue, -8.8, 1.4528E-07, 1.2178000000000001E-11
DataValue, -8.6, 1.3626E-07, 4.3000000000000007E-12
DataValue, -8.4, 1.408E-07, 2.6460000000000002E-12
DataValue, -8.2, 1.4252E-07, 5.0860000000000007E-12
DataValue, -8, 1.5496E-07, 7.2060000000000006E-12
DataValue, -7.8, 1.378E-07, 7.5900000000000014E-12
DataValue, -7.6000000000000005, 1.4566E-07, 3.728E-12
DataValue, -7.4, 1.4116E-07, 5.006E-12
DataValue, -7.2, 1.4848E-07, 9.724E-12
DataValue, -7, 1.4342E-07, 3.934E-12
DataValue, -6.8, 1.5052E-07, 7.302000000000001E-12
DataValue, -6.6000000000000005, 1.4394E-07, 5.33E-12
DataValue, -6.4, 1.4476E-07, 7.1760000000000009E-12
DataValue, -6.2, 1.428E-07, 9.8780000000000013E-12
DataValue, -6, 1.35E-07, 8.9160000000000012E-12
DataValue, -5.8, 1.4277999999999999E-07, 1.1034000000000002E-11
DataValue, -5.6000000000000005, 1.468E-07, 8.262E-12
DataValue, -5.4, 1.4821999999999999E-07, 7.688E-12
DataValue, -5.2, 1.348E-07, 8.108E-12
DataValue, -5, 1.4098E-07, 7.992E-12
DataValue, -4.8, 1.4174E-07, 7.914E-12
DataValue, -4.6000000000000005, 1.4406E-07, 6.3360000000000005E-12
DataValue, -4.4, 1.435E-07, 5.5020000000000006E-12
DataValue, -4.2, 1.4702E-07, 7.0560000000000006E-12
DataValue, -4, 1.387E-07, 8.436E-12
DataValue, -3.8000000000000003, 1.4042E-07, 7.528000000000001E-12
DataValue, -3.6, 1.4708E-07, 8.1740000000000013E-12
DataValue, -3.4, 1.4708E-07, 9.4220000000000008E-12
DataValue, -3.2, 1.4956E-07, 5.4340000000000005E-12
DataValue, -3, 1.4444E-07, 7.386000000000001E-12
DataValue, -2.8000000000000003, 1.4606E-07, 5.4600000000000006E-12
DataValue, -2.6, 1.4486E-07, 6.7200000000000004E-12
DataValue, -2.4, 1.468E-07, 6.216E-12
DataValue, -2.2, 1.4842E-07, 7.8960000000000011E-12
DataValue, -2, 1.4812E-07, 6.224E-12
DataValue, -1.8, 1.4444E-07, 6.4740000000000009E-12
DataValue, -1.6, 1.4276E-07, 9.314E-12
DataValue, -1.4000000000000001, 1.3698E-07, 6.5380000000000006E-12
DataValue, -1.2, 1.324E-07, 1.1368000000000001E-11
DataValue, -1, 1.3406E-07, 5.8260000000000004E-12
DataValue, -0.8, 1.3436E-07, 5.764E-12
DataValue, -0.6, 1.3046E-07, 6.6040000000000005E-12
DataValue, -0.4, 1.4048E-07, 9.7880000000000015E-12
DataValue, -0.2, 1.4566E-07, 5.8300000000000008E-12
DataValue, 0, 1.3604E-07, 7.2420000000000008E-12
DataValue, 0.2, 1.26E-07, 8.2640000000000011E-12
DataValue, 0.4, 1.2726E-07, 6.7500000000000009E-12
DataValue, 0.6, 1.3986E-07, 6.3960000000000006E-12
DataValue, 0.8, 1.4206E-07, 5.222E-12
DataValue, 1, 1.28E-07, 3.8380000000000004E-12
DataValue, 1.2, 1.4053999999999999E-07, 1.0006E-11
DataValue, 1.4000000000000001, 1.3285999999999999E-07, 1.0288000000000001E-11
DataValue, 1.6, 1.255E-07, 8.988E-12
DataValue, 1.8, 1.294E-07, 9.758000000000001E-12
DataValue, 2, 1.4235999999999999E-07, 9.44E-12
DataValue, 2.2, 1.3644E-07, 7.17E-12
DataValue, 2.4, 1.3684E-07, 8.45E-12
DataValue, 2.6, 1.3434E-07, 9.366E-12
DataValue, 2.8000000000000003, 1.2974E-07, 1.2096E-11
DataValue, 3, 1.3422E-07, 1.0854E-11
DataValue, 3.2, 1.3472E-07, 7.0920000000000009E-12
DataValue, 3.4, 1.3663999999999999E-07, 8.078E-12
DataValue, 3.6, 1.3924E-07, 1.0484000000000001E-11
DataValue, 3.8000000000000003, 1.2958E-07, 2.978E-12
DataValue, 4, 1.4E-07, 7.6800000000000012E-12
DataValue, 4.2, 1.2654E-07, 6.4E-12
DataValue, 4.4, 1.3481999999999999E-07, 8.276E-12
DataValue, 4.6000000000000005, 1.258E-07, 5.4940000000000006E-12
DataValue, 4.8, 1.2792E-07, 3.902E-12
DataValue, 5, 1.309E-07, 8.576E-12
DataValue, 5.2, 1.3146E-07, 6.4480000000000008E-12
DataValue, 5.4, 1.4024E-07, 4.694E-12
DataValue, 5.6000000000000005, 1.2968E-07, 6.842E-12
DataValue, 5.8, 1.3146E-07, 7.282E-12
DataValue, 6, 1.3906E-07, 9.2420000000000012E-12
DataValue, 6.2, 1.3458E-07, 9.254E-12
DataValue, 6.4, 1.3458E-07, 9.03E-12
DataValue, 6.6000000000000005, 1.3866E-07, 1.0338E-11
DataValue, 6.8, 1.354E-07, 7.4640000000000013E-12
DataValue, 7, 1.394E-07, 6.19E-12
DataValue, 7.2, 1.3244E-07, 1.096E-11
DataValue, 7.4, 1.3238E-07, 6.9540000000000005E-12
DataValue, 7.6000000000000005, 1.3726E-07, 1.1298000000000001E-11
DataValue, 7.8, 1.3916E-07, 5.254E-12
DataValue, 8, 1.3038E-07, 6.8660000000000008E-12
DataValue, 8.2, 1.2864E-07, 9.198E-12
DataValue, 8.4, 1.4554E-07, 7.94E-12
DataValue, 8.6, 1.3194E-07, 7.4600000000000009E-12
DataValue, 8.8, 1.314E-07, 2.8900000000000004E-12
DataValue, 9, 1.3212E-07, 7.288E-12
DataValue, 9.2000000000000011, 1.2984E-07, 9.108E-12
DataValue, 9.4, 1.3278E-07, 8.0060000000000012E-12
DataValue, 9.6, 1.3586E-07, 7.484E-12
DataValue, 9.8, 1.3282E-07, 7.0560000000000006E-12
DataValue, 10, 1.293E-07, 7.72E-12
DataValue, 10.200000000000001, 1.2671999999999999E-07, 7.824E-12
DataValue, 10.4, 1.2741999999999999E-07, 1.1392000000000002E-11
DataValue, 10.6, 1.3192E-07, 8.892E-12
DataValue, 10.8, 1.3754E-07, 1.3706000000000002E-11
DataValue, 11, 1.3372E-07, 1.3446E-11
DataValue, 11.200000000000001, 1.3472E-07, 1.252E-11
DataValue, 11.4, 1.3232E-07, 8.478E-12
DataValue, 11.6, 1.314E-07, 7.2140000000000006E-12
DataValue, 11.8, 1.3658E-07, 7.4800000000000012E-12
DataValue, 12, 1.3938E-07, 4.078E-12
DataValue, 12.200000000000001, 1.4434E-07, 4.162E-12
DataValue, 12.4, 1.3698E-07, 1.1446000000000001E-11
DataValue, 12.6, 1.3106E-07, 1.1882000000000001E-11
DataValue, 12.8, 1.388E-07, 4.9680000000000006E-12
DataValue, 13, 1.3788E-07, 6.4400000000000008E-12
DataValue, 13.200000000000001, 1.3886E-07, 7.558E-12
DataValue, 13.4, 1.4E-07, 6.066E-12
DataValue, 13.6, 1.4106E-07, 5.9680000000000004E-12
DataValue, 13.8, 1.3674E-07, 9.338E-12
DataValue, 14, 1.4092E-07, 1.3452E-11
DataValue, 14.200000000000001, 1.387E-07, 6.934E-12
DataValue, 14.4, 1.4046E-07, 8.16E-12
DataValue, 14.6, 1.408E-07, 1.177E-11
DataValue, 14.8, 1.3166E-07, 1.1558E-11
DataValue, 15, 1.3512E-07, 8.744E-12
DataValue, 15.200000000000001, 1.3397999999999999E-07, 4.7580000000000005E-12
DataValue, 15.4, 1.4384E-07, 6.1E-12
DataValue, 15.6, 1.4406E-07, 9.2940000000000014E-12
DataValue, 15.8, 1.414E-07, 5.8120000000000007E-12
DataValue, 16, 1.438E-07, 7.4600000000000009E-12
DataValue, 16.2, 1.4368E-07, 8.326E-12
DataValue, 16.4, 1.4062E-07, 6.2800000000000007E-12
DataValue, 16.6, 1.3394E-07, 2.3620000000000002E-12
DataValue, 16.8, 1.3394E-07, 6.334E-12
DataValue, 17, 1.3476E-07, 9.2640000000000009E-12
DataValue, 17.2, 1.3284E-07, 5.934E-12
DataValue, 17.400000000000002, 1.357E-07, 9.282E-12
DataValue, 17.6, 1.3728E-07, 1.148E-11
DataValue, 17.8, 1.3708E-07, 1.1054E-11
DataValue, 18, 1.4905999999999999E-07, 9.922E-12
DataValue, 18.2, 1.4312E-07, 7.5540000000000011E-12
DataValue, 18.400000000000002, 1.3158E-07, 9.2780000000000015E-12
DataValue, 18.6, 1.3536E-07, 1.1252000000000001E-11
DataValue, 18.8, 1.4326E-07, 8.252E-12
DataValue, 19, 1.2946E-07, 1.4098E-11
DataValue, 19.2, 1.4024E-07, 9.332000000000001E-12
DataValue, 19.400000000000002, 1.361E-07, 4.0580000000000007E-12
DataValue, 19.6, 1.3714E-07, 6.5120000000000005E-12
DataValue, 19.8, 1.2864E-07, 4.7340000000000006E-12
DataValue, 20, 1.4316E-07, 2.6880000000000003E-12
DataValue, 20.2, 1.3628E-07, 5.7120000000000007E-12
DataValue, 20.400000000000002, 1.369E-07, 8.546E-12
DataValue, 20.6, 1.4074E-07, 6.2440000000000005E-12
DataValue, 20.8, 1.3554E-07, 6.8980000000000007E-12
DataValue, 21, 1.3304E-07, 7.9960000000000011E-12
DataValue, 21.2, 1.414E-07, 9.616000000000001E-12
DataValue, 21.400000000000002, 1.3322E-07, 9.524E-12
DataValue, 21.6, 1.4072E-07, 7.482E-12
DataValue, 21.8, 1.322E-07, 6.886E-12
DataValue, 22, 1.3453999999999999E-07, 1.0242000000000001E-11
DataValue, 22.2, 1.3666E-07, 9.998E-12
DataValue, 22.400000000000002, 1.43E-07, 1.1626E-11
DataValue, 22.6, 1.4214E-07, 1.029E-11
DataValue, 22.8, 1.426E-07, 9.254E-12
DataValue, 23, 1.3994E-07, 1.0850000000000002E-11
DataValue, 23.2, 1.3916E-07, 8.708E-12
DataValue, 23.400000000000002, 1.3446E-07, 8.192E-12
DataValue, 23.6, 1.4358E-07, 1.0706E-11
DataValue, 23.8, 1.4298E-07, 6.836E-12
DataValue, 24, 1.4144E-07, 1.055E-11
DataValue, 24.2, 1.4156E-07, 9.344E-12
DataValue, 24.400000000000002, 1.3705999999999999E-07, 8.0280000000000009E-12
DataValue, 24.6, 1.349E-07, 8.4000000000000014E-12
DataValue, 24.8, 1.4039999999999999E-07, 7.2240000000000007E-12
DataValue, 25, 1.3764E-07, 5.6600000000000005E-12
DataValue, 25.2, 1.3495999999999999E-07, 7.1560000000000006E-12
DataValue, 25.400000000000002, 1.3442E-07, 1.1288000000000001E-11
DataValue, 25.6, 1.3476E-07, 6.9580000000000008E-12
DataValue, 25.8, 1.3208E-07, 5.466E-12
DataValue, 26, 1.4608E-07, 1.0898000000000001E-11
DataValue, 26.2, 1.4296E-07, 8.008E-12
DataValue, 26.400000000000002, 1.4734E-07, 9.76E-12
DataValue, 26.6, 1.334E-07, 7.632E-12
DataValue, 26.8, 1.4628E-07, 1.0130000000000002E-11
DataValue, 27, 1.4375999999999999E-07, 9.4580000000000011E-12
DataValue, 27.2, 1.4886E-07, 9.0260000000000013E-12
DataValue, 27.400000000000002, 1.4248E-07, 1.1326000000000001E-11
DataValue, 27.6, 1.4328E-07, 1.5054E-11
DataValue, 27.8, 1.4834E-07, 6.258E-12
DataValue, 28, 1.389E-07, 5.6100000000000005E-12
DataValue, 28.2, 1.393E-07, 6.8200000000000004E-12
DataValue, 28.400000000000002, 1.4596E-07, 7.026E-12
DataValue, 28.6, 1.434E-07, 7.4600000000000009E-12
DataValue, 28.8, 1.4388E-07, 7.368E-12
DataValue, 29, 1.4347999999999999E-07, 6.7080000000000009E-12
DataValue, 29.2, 1.4358E-07, 9.834E-12
DataValue, 29.400000000000002, 1.521E-07, 7.7600000000000009E-12
DataValue, 29.6, 1.5544E-07, 4.9840000000000006E-12
DataValue, 29.8, 1.4144E-07, 8.978E-12
DataValue, 30, 1.449E-07, 1.1632E-11
DataValue, 30.2, 1.4596E-07, 1.2194E-11
DataValue, 30.400000000000002, 1.369E-07, 5.632E-12
DataValue, 30.6, 1.4944E-07, 6.9080000000000009E-12
DataValue, 30.8, 1.4274E-07, 1.1114000000000001E-11
DataValue, 31, 1.4912E-07, 1.19E-11
DataValue, 31.2, 1.4972E-07, 5.6520000000000006E-12
DataValue, 31.400000000000002, 1.4354E-07, 1.2284E-11
DataValue, 31.6, 1.4818E-07, 9.006000000000001E-12
DataValue, 31.8, 1.5202E-07, 6.7980000000000007E-12
DataValue, 32, 1.4302E-07, 6.626E-12
DataValue, 32.2, 1.5E-07, 6.1640000000000008E-12
DataValue, 32.4, 1.5358E-07, 1.0394000000000001E-11
DataValue, 32.6, 1.4534E-07, 7.5700000000000011E-12
DataValue, 32.8, 1.4926E-07, 2.6880000000000003E-12
DataValue, 33, 1.4849999999999999E-07, 1.1294000000000001E-11
DataValue, 33.2, 1.4666E-07, 7.8960000000000011E-12
DataValue, 33.4, 1.4459999999999999E-07, 1.2242E-11
DataValue, 33.6, 1.5104E-07, 7.8900000000000013E-12
DataValue, 33.8, 1.5376E-07, 5.958E-12
DataValue, 34, 1.4442E-07, 1.3542E-11
DataValue, 34.2, 1.5322E-07, 1.3264000000000002E-11
DataValue, 34.4, 1.475E-07, 1.4096000000000001E-11
DataValue, 34.6, 1.5586E-07, 9.192E-12
DataValue, 34.800000000000004, 1.532E-07, 1.0746000000000001E-11
DataValue, 35, 1.4728E-07, 1.1722E-11
DataValue, 35.2, 1.4728E-07, 8.0900000000000013E-12
DataValue, 35.4, 1.4876E-07, 6.8500000000000009E-12
DataValue, 35.6, 1.4842E-07, 8.972E-12
DataValue, 35.800000000000004, 1.4926E-07, 4.8680000000000007E-12
DataValue, 36, 1.5198E-07, 8.278E-12
DataValue, 36.2, 1.444E-07, 8.7540000000000009E-12
DataValue, 36.4, 1.533E-07, 1.0326000000000001E-11
DataValue, 36.6, 1.4838E-07, 6.4360000000000004E-12
DataValue, 36.800000000000004, 1.4308E-07, 6.8040000000000005E-12
DataValue, 37, 1.652E-07, 8.3700000000000009E-12
DataValue, 37.2, 1.477E-07, 2.4920000000000003E-12
DataValue, 37.4, 1.548E-07, 5.6200000000000007E-12
DataValue, 37.6, 1.528E-07, 7.32E-12
DataValue, 37.800000000000004, 1.5628E-07, 6.1360000000000005E-12
DataValue, 38, 1.5798E-07, 9.0580000000000012E-12
DataValue, 38.2, 1.562E-07, 7.53E-12
DataValue, 38.4, 1.6326E-07, 9.1260000000000013E-12
DataValue, 38.6, 1.5566E-07, 7.346E-12
DataValue, 38.800000000000004, 1.451E-07, 1.1194000000000001E-11
DataValue, 39, 1.447E-07, 8.628E-12
DataValue, 39.2, 1.4961999999999999E-07, 8.126E-12
DataValue, 39.4, 1.5328E-07, 8.33E-12
DataValue, 39.6, 1.4744E-07, 6.7640000000000007E-12
DataValue, 39.800000000000004, 1.4842E-07, 4.428E-12
DataValue, 40, 1.4718E-07, 8.218E-12
DataValue, 40.2, 1.471E-07, 1.1672000000000001E-11
DataValue, 40.4, 1.5022E-07, 9.07E-12
DataValue, 40.6, 1.4468E-07, 1.0232000000000001E-11
DataValue, 40.800000000000004, 1.4444E-07, 1.1586E-11
DataValue, 41, 1.4277999999999999E-07, 1.0774E-11
DataValue, 41.2, 1.4776E-07, 1.0286E-11
DataValue, 41.4, 1.3164E-07, 6.45E-12
DataValue, 41.6, 1.4006E-07, 1.1158E-11
DataValue, 41.800000000000004, 1.4786E-07, 9.256E-12
DataValue, 42, 1.4086E-07, 9.86E-12
DataValue, 42.2, 1.4468E-07, 7.1140000000000006E-12
DataValue, 42.4, 1.4176E-07, 1.1144E-11
DataValue, 42.6, 1.3424E-07, 1.3640000000000001E-11
DataValue, 42.800000000000004, 1.335E-07, 1.3118000000000001E-11
DataValue, 43, 1.551E-07, 1.2422E-11
DataValue, 43.2, 1.471E-07, 1.4534000000000001E-11
DataValue, 43.4, 1.5972E-07, 8.622000000000001E-12
DataValue, 43.6, 1.5192E-07, 8E-12
DataValue, 43.800000000000004, 1.4924E-07, 7.758E-12
DataValue, 44, 1.5324E-07, 8.4640000000000011E-12
DataValue, 44.2, 1.4314E-07, 9.1800000000000009E-12
DataValue, 44.4, 1.4834E-07, 7.562E-12
DataValue, 44.6, 1.49E-07, 7.3540000000000012E-12
DataValue, 44.800000000000004, 1.5456E-07, 8.898E-12
DataValue, 45, 1.5028E-07, 8.762E-12
DataValue, 45.2, 1.4952E-07, 7.444000000000001E-12
DataValue, 45.4, 1.535E-07, 8.556E-12
DataValue, 45.6, 1.4754E-07, 1.5612000000000003E-11
DataValue, 45.800000000000004, 1.4316E-07, 1.0878000000000001E-11
DataValue, 46, 1.5374E-07, 1.0036000000000001E-11
DataValue, 46.2, 1.5042E-07, 7.82E-12
DataValue, 46.4, 1.5432E-07, 8.124E-12
DataValue, 46.6, 1.4674E-07, 1.1092000000000002E-11
DataValue, 46.800000000000004, 1.4954E-07, 1.2286000000000002E-11
DataValue, 47, 1.4636E-07, 9.282E-12
DataValue, 47.2, 1.4856E-07, 9.654E-12
DataValue, 47.4, 1.4712E-07, 1.2496000000000002E-11
DataValue, 47.6, 1.4656E-07, 9.36E-12
DataValue, 47.800000000000004, 1.4692E-07, 6.1860000000000005E-12
DataValue, 48, 1.5008E-07, 1.3906000000000002E-11
DataValue, 48.2, 1.3324E-07, 1.0418E-11
DataValue, 48.4, 1.5096E-07, 8.7260000000000014E-12
DataValue, 48.6, 1.5212E-07, 7.0720000000000006E-12
DataValue, 48.800000000000004, 1.4928E-07, 7.0660000000000008E-12
DataValue, 49, 1.3874E-07, 8.598E-12
DataValue, 49.2, 1.4578E-07, 9.78E-12
DataValue, 49.4, 1.3396E-07, 1.0400000000000001E-11
DataValue, 49.6, 1.4095999999999999E-07, 9.908E-12
DataValue, 49.800000000000004, 1.4364E-07, 1.3448000000000002E-11
DataValue, 50, 1.4326E-07, 9.454E-12
DataValue, 50.2, 1.3994E-07, 7.9320000000000013E-12
DataValue, 50.4, 1.4046E-07, 1.1772000000000001E-11
DataValue, 50.6, 1.3772E-07, 1.2334000000000001E-11
DataValue, 50.800000000000004, 1.3542E-07, 7.12E-12
DataValue, 51, 1.4053999999999999E-07, 1.0394000000000001E-11
DataValue, 51.2, 1.3906E-07, 1.0774E-11
DataValue, 51.4, 1.3874E-07, 1.0314000000000002E-11
DataValue, 51.6, 1.3416E-07, 1.3218000000000001E-11
DataValue, 51.800000000000004, 1.3562E-07, 5.6680000000000005E-12
DataValue, 52, 1.3522E-07, 8.87E-12
DataValue, 52.2, 1.35E-07, 7.0660000000000008E-12
DataValue, 52.4, 1.3174E-07, 1.1606E-11
DataValue, 52.6, 1.3996E-07, 6.9960000000000005E-12
DataValue, 52.800000000000004, 1.3376E-07, 7.788E-12
DataValue, 53, 1.3792E-07, 8.43E-12
DataValue, 53.2, 1.3316E-07, 7.4640000000000013E-12
DataValue, 53.4, 1.332E-07, 5.974E-12
DataValue, 53.6, 1.3747999999999998E-07, 7.8440000000000009E-12
DataValue, 53.800000000000004, 1.3082E-07, 1.4476000000000001E-11
DataValue, 54, 1.4426E-07, 1.0646000000000001E-11
DataValue, 54.2, 1.3662E-07, 9.3360000000000014E-12
DataValue, 54.4, 1.34E-07, 1.3474000000000002E-11
DataValue, 54.6, 1.3397999999999999E-07, 1.1594000000000001E-11
DataValue, 54.800000000000004, 1.3304E-07, 1.259E-11
